,avg,avgTrades,dateRange,evaluationScore,evaluationScoreOnSecondary,id,max,maxsize,min,sharpe,size,std
0,-72.99184038748007,257.56666666666666,2017-11-25 21:30:13 to 2018-02-23 21:30:13,,,0,201.37201527182054,30,-350.14794707391263,-0.02694192068804054,30,179.72089284625088
1,156.39369447352473,0.0,,-11318.050781287719,-5257.094766844563,1,201.37201527182054,30,87.45902885807914,0.31343710008985076,10,40.703314544632974
2,123.85094606920866,190.0,,,,2,415.41001337655865,30,-257.83459811471323,0.22889682474236853,19,154.98078497651602
3,207.73979088000223,163.85714285714286,,,,3,450.27642504738157,90,-280.5784878956657,0.19347957213671152,48,220.18783261355856
4,333.9701350501904,140.0,,,,4,450.27642504738157,90,-222.02222393017456,0.26465122321496637,58,151.36543792174348
5,329.92350336015363,101.54545454545455,,,,5,450.27642504738157,90,-218.0466432618454,0.24522371846753968,78,164.54683366299258
6,334.36731647195427,86.3,,,,6,450.27642504738157,90,-131.96240777815754,0.26757591892679344,86,157.93813824660552
7,321.3531301098387,139.33333333333334,,,,7,450.27642504738157,90,-296.0648237231584,0.2620153394960352,91,173.80990635678455
8,334.79868013305486,151.5,,,,8,450.27642504738157,90,-222.02222393017456,0.27281126095636,89,156.28041171118636
9,333.7071787274087,146.6,,,,9,603.0091926384041,90,-324.1761164242007,0.2754433238123569,89,162.0496430070121
10,334.52508368581306,197.375,,,,10,603.0091926384041,90,-241.8492101321464,0.2595997426111948,98,181.2198055753461
11,379.00015397658325,0.0,,-6320.23575318035,-3019.7261944091556,11,603.0091926384041,90,71.36674784404516,0.2658359739519602,94,146.1941949078632
12,399.9361638718921,54.0,,,,12,629.9299743640897,90,83.49917895937142,0.2535792450722783,92,137.94358556327552
13,418.2318868969707,50.0,,,,13,629.9299743640897,90,99.28926710224437,0.25187584029850935,92,131.67377839766687
14,432.2748762745035,48.666666666666664,,,,14,629.9299743640897,90,117.79775600074686,0.24933235780027907,90,129.49269131591475
15,442.2486759351855,54.0,,,,15,629.9299743640897,90,117.79775600074686,0.24790200606783966,89,132.47991683949172
16,423.6643846716519,66.45454545454545,,,,16,629.9299743640897,90,-197.34195421572596,0.24281148750043935,95,168.84960418754218
17,399.04605278429864,220.63636363636363,,,,17,629.9299743640897,90,-313.1243913710678,0.22636993116489965,98,205.5201160172515
18,435.83155157303236,168.66666666666666,,,,18,629.9299743640897,90,-136.80918687281797,0.23960459209514406,93,155.5703282494633
19,445.6098863770052,122.5,,,,19,629.9299743640897,90,-139.15752673316706,0.23626171722270045,94,154.34471946714078
20,466.1556045483231,74.0,,,,20,629.9299743640897,90,142.16917662959105,0.234693765771771,93,135.33536942625526
21,480.74463167543513,0.0,,-6033.559605605352,-3308.0619828854637,21,629.9299743640897,90,201.37201527182054,0.22781865916350513,93,127.52379955633637
22,460.15113046044235,95.54545454545455,,,,22,629.9299743640897,90,-273.9147250249496,0.22230603678328129,96,175.77079339606564
23,493.29874379547635,42.75,,,,23,629.9299743640897,90,36.736876070037965,0.2319496593838315,92,130.43232509248853
24,461.4288698601109,93.6,,,,24,629.9299743640897,90,-299.7236356495571,0.2253138368998738,97,186.0209053136473
25,493.73057689654024,46.666666666666664,,,,25,629.9299743640897,90,113.61921124737131,0.23175302794096955,89,136.51516313741408
26,459.83849132237765,144.9090909090909,,,,26,629.9299743640897,90,-286.71183359600997,0.20790755442241898,95,201.9750758084025
27,492.2849742301575,44.0,,,,27,629.9299743640897,90,92.61522747716765,0.23207600557709823,92,143.79636250361582
28,452.3064689765121,207.3,,,,28,629.9299743640897,90,-315.7799163988527,0.20551385365047586,95,221.27978402600704
29,482.8090753206493,170.8,,,,29,629.9299743640897,90,-137.89147955112216,0.22052302827726628,93,176.4249460262451
30,480.5314912385952,314.1666666666667,,,,30,634.5694116807981,90,-345.693901687709,0.21308306973966978,95,195.65827619697498
31,513.2509978602952,0.0,,-7229.271690428248,-4259.885886493475,31,634.5694116807981,90,42.817931283147516,0.22268058249841524,85,159.6685646378288
32,517.5497882044941,65.5,,,,32,634.5694116807981,90,42.817931283147516,0.21583722327564736,78,171.06875922943252
33,491.0123255121255,160.4,,,,33,756.7771374463839,90,-327.2587334505818,0.19443412686411876,85,233.37782306309518
34,474.43025250536056,138.15384615384616,,,,34,756.7771374463839,90,-310.7017312542338,0.19246134031399492,91,242.89881969972112
35,514.7103579312817,110.0,,,,35,756.7771374463839,90,42.817931283147516,0.21198111671120104,86,194.04878125208373
36,519.4358524146139,67.2,,,,36,761.8327062244389,90,42.817931283147516,0.2081119199579331,86,197.17478413434802
37,524.9448718193826,110.0,,,,37,761.8327062244389,90,42.817931283147516,0.2061994500347858,88,198.24057768494998
38,540.6971443468309,110.0,,,,38,761.8327062244389,90,42.817931283147516,0.20121322639606887,93,201.34107890482971
39,570.068434038931,98.0,,,,39,761.8327062244389,90,103.13518411336554,0.19079411115899997,97,184.6493876761218
40,569.9263094241472,93.85714285714286,,,,40,761.8327062244389,90,-202.17592795582087,0.16954456019473127,93,197.93191182185492
41,596.8450991761046,0.0,,-5126.861308540059,-2199.694319792934,41,761.8327062244389,90,201.37201527182054,0.1743175295293138,89,158.08025194204112
42,572.8964214466292,375.2857142857143,,,,42,761.8327062244389,90,-338.4697645342004,0.14852449292938252,93,234.1495478358018
43,622.2879175366958,78.66666666666667,,,,43,761.8327062244389,90,201.37201527182054,0.16627881021884158,93,142.27032643960177
44,624.2578813272437,130.5,,,,44,761.8327062244389,90,-149.33592613466334,0.1571667175198331,89,163.17234304006328
