,avg,avgTrades,dateRange,evaluationScore,evaluationScoreOnSecondary,id,max,maxsize,min,sharpe,size,std
0,-96.32032743518558,336.1666666666667,2017-04-30 09:36:48 to 2017-07-29 09:36:48,,,0,38.768888074848206,30,-243.3739865478538,-0.11725638123964485,30,99.3787919879367
1,-14.770410714560404,104.5625,,,,1,38.768888074848206,30,-226.3129064881207,0.36242975764270485,22,66.68345709505138
2,-30.99096463469805,279.5625,,,,2,143.67649033176357,30,-230.22623281124078,0.22798485879850958,31,95.14253453043038
3,56.87854535457708,106.5,,,,3,196.54456119253902,90,-209.22107088294345,0.3466057508048988,52,84.53140271693098
4,73.34313644705193,116.64285714285714,,,,4,196.54456119253902,90,-153.37428454367307,0.2967377791796314,60,90.8526879929524
5,98.82600510861673,122.54545454545455,,,,5,196.54456119253902,90,-179.65246417256031,0.3003597593379802,68,84.4014349826912
6,108.9901208094212,64.84615384615384,,,,6,196.54456119253902,90,-17.423470616349334,0.32395566379942464,79,71.1134548752819
7,99.01359664878306,128.72727272727272,,,,7,196.54456119253902,90,-151.36132955816248,0.27901472067571803,84,85.38005279772113
8,104.40369692441382,121.88888888888889,,,,8,196.54456119253902,90,-214.00771519369312,0.2953204183466802,83,80.81438476240241
9,102.0817732888894,68.66666666666667,,,,9,196.54456119253902,90,-8.41396601667006,0.30951255348366685,83,74.24637425760852
