,avg,avgTrades,dateRange,evaluationScore,evaluationScoreOnSecondary,id,max,maxsize,min,sharpe,size,std
0,-30.77420454448615,208.66666666666666,2016-08-21 03:41:19 to 2016-11-19 03:41:19,,,0,-11.558369817223493,30,-74.6405114886193,-0.900279951273879,30,18.438370199543233
1,-18.534325433736047,134.22222222222223,,,,1,-11.558369817223493,30,-52.98995566728598,-0.06385370895892803,15,13.339267284506278
2,-19.307466531633047,132.27272727272728,,,,2,-11.558369817223493,30,-41.39823114437079,-0.2822624494208227,20,9.606656998395716
3,-25.405931101847003,310.72727272727275,,,,3,-11.558369817223493,30,-75.67664383786793,-0.35904236735439415,21,19.440677414756774
4,-23.089376480629802,261.0,,,,4,-11.558369817223493,30,-69.59299411471622,-0.20977385467483353,26,18.55472805768798
5,-15.090302697152481,65.0,,,,5,-11.558369817223493,30,-32.707789543087486,0.24522433461710752,25,6.810679919997066
6,-15.595970733537644,172.0,,,,6,-11.558369817223493,30,-51.126168017122765,0.13342502521536645,20,9.651368786098429
7,-13.387050833986532,32.0,,,,7,-11.558369817223493,30,-32.707789543087486,0.3830618269317536,21,5.415156716102313
8,-16.33737261691876,199.11111111111111,,,,8,-11.558369817223493,30,-48.84898317400649,-0.001340073053629857,27,9.51422954961778
9,-16.67405052001037,256.42857142857144,,,,9,-11.558369817223493,30,-71.36260708780992,0.07562819573877214,27,13.374650851157847
10,-20.813101495432022,159.25806451612902,,,,10,-10.539930077688254,30,-71.04876523202155,-0.5151553661299372,48,10.552664957288236
11,-13.235397085903628,160.25,,,,11,-10.539930077688254,20,-31.47836971321169,0.29565479360377445,24,4.929165652861048
12,-15.145860667663053,187.57142857142858,,,,12,-10.539930077688254,20,-42.753632768869664,0.11645775008715177,25,8.349696528182747
13,-16.906062077487974,169.27272727272728,,,,13,-10.539930077688254,20,-33.0024711098321,-0.1749184367513904,27,8.177373990290617
14,-11.395935478257874,16.333333333333332,,,,14,-10.539930077688254,20,-17.475640693728238,0.47080795889505583,20,1.4802258588473705
15,-19.144821814929276,281.44444444444446,,,,15,-10.539930077688254,20,-64.06022092734696,0.03944779619901408,30,15.860462726482691
16,-15.227503345511435,56.333333333333336,,,,16,-10.539930077688254,20,-34.16790618013616,0.371879086591611,26,8.07482115520768
17,-16.044546049655732,98.5,,,,17,-10.539930077688254,20,-32.707789543087486,0.18939335328757378,22,8.38567609421711
18,-17.791306126788204,129.46666666666667,,,,18,-10.539930077688254,20,-36.99572797876471,-0.10807739197216318,31,8.8984988212297
19,-19.53805025273007,232.375,,,,19,-10.539930077688254,20,-70.90070485521102,0.08383062535329559,24,16.52005706448241
20,-12.023646470865017,27.666666666666668,,,,20,-10.539930077688254,20,-32.707789543087486,0.44774533198095057,17,5.185395827453911
21,-19.976154152094466,232.33333333333334,,,,21,-10.539930077688254,20,-73.88291439939297,0.061155708385688075,25,16.634653338139717
22,-21.389965917605398,220.0,,,,22,-10.539930077688254,20,-62.50802907682671,-0.2267778340595364,30,15.19690968152334
23,-14.61274571853277,167.2,,,,23,-10.539930077688254,20,-54.110541740452526,0.26117420546058884,24,10.022388803019446
24,-12.649956874998585,31.4,,,,24,-10.539930077688254,20,-32.707789543087486,0.3818572849905521,23,5.554846344467134
25,-10.693816402846801,0.0,,-102.46697121478971,-207.05517296703056,25,-10.539930077688254,20,-12.599216841323951,0.5487156839875511,20,0.4901153668542616
26,-12.891767338892997,117.25,,,,26,-10.539930077688254,20,-32.44219261201022,0.3290343963059302,25,6.123260388396065
27,-15.914592110976638,168.0,,,,27,-10.539930077688254,20,-61.10980992946662,0.13714426748234132,32,11.517135404884156
28,-14.932012822329538,261.2,,,,28,-10.539930077688254,20,-55.989666294954006,0.2447787614484613,26,11.41339793965061
29,-10.539930077688256,11.0,,,,29,-10.539930077688254,20,-10.539930077688254,0.5390322867673157,26,1.7763568394002505e-15
30,-19.947617989718974,299.0,,,,30,-10.539930077688254,20,-71.47257261303992,-0.019034167740161822,30,17.318146038358876
31,-11.848582772534417,113.5,,,,31,-10.539930077688254,20,-30.28083135336385,0.3818027786866587,23,4.460476126991205
32,-17.905992175164,490.8333333333333,,,,32,-10.539930077688254,20,-73.94570237504789,0.10116478513406855,29,17.839976225880246
33,-21.327783240867223,311.1666666666667,,,,33,-10.539930077688254,20,-79.29441334748239,0.007002219187925859,33,18.2886053803149
34,-10.539930077688258,11.0,,,,34,-10.539930077688254,20,-10.539930077688254,0.5390322867673158,22,3.552713678800501e-15
35,-12.296250765999591,189.75,,,,35,-10.539930077688254,20,-31.832030324559113,0.3026871560184322,25,5.035002464744489
36,-13.436326984891682,84.66666666666667,,,,36,-10.539930077688254,20,-31.95414443438581,0.26061982274549844,27,6.339398217924205
37,-16.369603635697203,202.0,,,,37,-10.539930077688254,20,-59.41679626582101,0.09989205264249822,28,12.468925046216668
38,-20.612069732126034,269.1333333333333,,,,38,-7.729349559790293,20,-72.54644631200392,-0.26843836339102856,33,16.995683022974095
39,-19.78829268024395,357.14285714285717,,,,39,-7.729349559790293,15,-75.03944348896283,-0.3058823993810946,21,19.889371421915122
40,-12.306574819642412,116.75,,,,40,-7.729349559790293,15,-28.653507980850208,-0.4421170593409886,17,6.617200832278984
41,-9.436527437574869,118.66666666666667,,,,41,-6.71919915105623,15,-20.89804078347437,-0.6716566053086367,17,3.183461418661208
42,-8.280410988927315,76.0,,,,42,-6.626003920969097,15,-10.539930077688254,-0.7984060913925233,18,1.458868678979912
43,-8.740923881300311,95.66666666666667,,,,43,-6.626003920969097,15,-20.89804078347437,-0.942762474499707,16,3.485795486112908
44,-7.654221740785193,59.25,,,,44,-4.753824374758324,15,-11.558369817223493,-0.9078599578628948,21,1.6748806006572878
45,-12.166147248170796,125.0,,,,45,-4.753824374758324,15,-35.54891452901157,-1.2028563730344455,21,9.660231971194811
46,-15.513417349527026,308.77777777777777,,,,46,-4.753824374758324,15,-77.66914708779913,-1.2742708275217285,25,19.87498375488167
47,-19.02136528696073,266.6363636363636,,,,47,-4.753824374758324,15,-66.91350703706036,-1.219243188151852,25,18.445688755296572
48,-9.677642060996032,76.5,,,,48,-4.753824374758324,15,-32.707789543087486,-1.083842958768709,20,8.803074458222655
49,-7.906575187626158,67.33333333333333,,,,49,-4.753824374758324,15,-32.707789543087486,-1.0985179933425904,20,7.663988513695055
50,-5.0406323897780965,0.0,,-151.54341104611802,731.3871050017988,50,-4.753824374758324,15,-6.626003920969097,-1.1046514139998311,13,0.672631603861463
51,-4.960963496717048,72.0,,,,51,-4.753824374758324,15,-6.626003920969097,-1.104363101536723,18,0.5858838703039374
52,-12.48167338832069,158.5,,,,52,-4.753824374758324,15,-58.651526346038104,-1.0909758883831582,21,13.671325463066584
53,-9.250476380231389,120.83333333333333,,,,53,-4.753824374758324,15,-30.694957318992408,-1.146495228328532,18,8.264840138953817
54,-14.84612104678919,195.25,,,,54,-4.753824374758324,15,-59.18456865687204,-1.161904267288619,18,16.32247039730514
55,-12.715336233609952,167.375,,,,55,-4.5933792098707755,15,-53.3844129069732,-1.1898754803937002,20,14.786122926189623
56,-6.024494787581839,113.33333333333333,,,,56,-4.5933792098707755,15,-20.89804078347437,-1.1172431207094742,19,3.668971088475222
57,-11.18844248588834,144.14285714285714,,,,57,-4.5933792098707755,15,-36.984834824680526,-1.1351345760025509,20,11.412700962829037
58,-6.796575495457808,176.0,,,,58,-4.5933792098707755,15,-37.00236599008966,-1.1359786976459514,19,7.328450866534137
59,-8.53669253417878,195.4,,,,59,-4.5933792098707755,15,-35.37199528764265,-1.1362323652422726,22,8.944028684287998
60,-11.790182648882867,133.0,,,,60,-4.5933792098707755,15,-39.50095579063914,-0.916668069494053,18,11.009225558858418
61,-9.20335136061821,147.8,,,,61,-4.5933792098707755,15,-36.70928350584999,-1.170431363749743,16,9.61684703535961
62,-7.5713222523588835,76.33333333333333,,,,62,-4.5933792098707755,15,-28.653507980850208,-1.0942642425645024,12,6.769408850936332
63,-10.338481983575381,82.66666666666667,,,,63,-4.5933792098707755,15,-28.653507980850208,-0.9498277830776855,19,6.9332971622997395
64,-10.157652210656094,96.0,,,,64,-4.5933792098707755,15,-28.653507980850208,-1.110122782362927,16,8.28762521084543
65,-7.454017812081267,135.0,,,,65,-4.5933792098707755,15,-20.89804078347437,-1.1174369354053955,20,5.190044231178253
66,-8.202395474880667,140.8,,,,66,-3.2731909224169726,15,-37.40821212316428,-1.074283899444195,20,9.118222027970452
67,-12.25794836380229,300.6666666666667,,,,67,-3.2731909224169726,15,-53.888372222265886,-1.2052175983972622,22,16.2693003510335
68,-14.22380680097818,184.36363636363637,,,,68,-3.2731909224169726,15,-51.87817867388509,-1.0942057927234201,27,15.031253146255851
69,-8.757591400676908,82.25,,,,69,-3.2731909224169726,15,-32.707789543087486,-1.0097606648896005,23,9.296961266847765
70,-5.3218713596707765,99.5,,,,70,-3.2731909224169726,15,-33.51911035786577,-1.076377689248709,18,6.863686019962019
71,-9.833425174819842,171.66666666666666,,,,71,-3.2731909224169726,15,-49.248696493610446,-1.2054560823987313,24,11.619956760104198
72,-13.231279451888428,284.5,,,,72,-3.2731909224169726,15,-66.52859728907255,-1.2287148920904618,24,18.560417095620604
73,-8.146395961395143,209.75,,,,73,-3.2731909224169726,15,-46.6655264170796,-1.1492554049138675,18,11.575758221080667
74,-13.02336331383785,196.77777777777777,,,,74,-3.2731909224169726,15,-66.39115492196193,-1.1336827664429028,22,15.9800068517103
75,-3.2731909224169726,0.0,,14.472146261096327,887.8684108913476,75,-3.2731909224169726,15,-3.2731909224169726,-1.095565076369827,9,0.0
76,-10.736895250252578,124.5,,,,76,-3.2731909224169726,15,-36.9606911526345,-1.0888645247113524,14,11.831430909721668
77,-9.207142014892376,170.2,,,,77,-3.2731909224169726,15,-33.126065901776116,-1.116391973353363,16,10.328602991070008
78,-8.996271358681664,124.4,,,,78,-3.2731909224169726,15,-30.278258301884037,-1.107666373596448,16,9.785858443550403
